id,file,name,lineno,end_lineno,length,complexity,doc_present,cfd_tags,parameters
6f322a10db6c3543,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__add__,8420,8424,5,6,False,,self|other
2af08d8fc58bb5a8,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__sub__,8426,8430,5,4,False,,self|other
f52a9d08187725e2,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__mul__,8432,8436,5,4,False,,self|other
f2308c74f470424f,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__truediv__,8438,8443,6,4,False,,self|other
601640cf10d8fc4f,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__lt__,8446,8451,6,9,False,,self|other
8e7dd40a9c321045,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__le__,8453,8459,7,6,False,,self|other
7b8c52595e0f362c,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__eq__,8461,8466,6,7,False,,self|other
af23c5540cc7a08f,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__ne__,8468,8469,2,1,False,,self|other
872eb4440a5dbb62,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__gt__,8471,8474,4,4,False,,self|other
9f8d5a7902867199,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__ge__,8476,8482,7,6,False,,self|other
b7f4c8e94e429639,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,8577,8578,2,1,False,,self|value
6055daec5b32bfef,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,8640,8643,4,2,False,,self|type|value|children
b2d848bac528d63c,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__repr__,8645,8648,4,4,False,,self
f8e15a6c3c1a6a59,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,8651,8653,3,1,False,,self|tokens
42fe082f800f50d1,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,current_token,8655,8658,4,2,False,,self
e3092a857087f4cb,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,consume,8660,8669,10,7,False,,self|expected_type|expected_value
708c3ecbb3674114,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse,8671,8678,8,3,False,,self
9d776b5de603612a,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_statement,8680,8702,23,15,False,,self
174ba62dd374d61d,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_declaration,8705,8714,10,3,False,,self
fed136747cd3729e,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_assignment,8716,8720,5,1,False,,self|left_node
e4404f41b392ebf9,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_expression,8722,8728,7,4,False,,self
4bf23b77c88d2cae,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_operand,8730,8752,23,16,False,,self
06ac9e3179734cfc,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_function_definition,8754,8767,14,3,False,,self
c014f89ec18ed850,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_function_call,8770,8784,15,6,False,,self|is_expression
a2b16557554e141c,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_conditional,8786,8795,10,1,False,,self
19f4e46339527687,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_loop,8797,8805,9,1,False,,self
ad999936a44d768b,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_block,8807,8816,10,4,False,,self
7ac3f275a4aedcf7,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_return,8818,8822,5,1,False,,self
7e6e9aa41c8a6cb1,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,8827,8838,12,1,False,,self|finity_framework_functions|scale_ranges|cosmos_limit
c52e6c9e28c30e4b,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,interpret,8841,8854,14,8,False,,self|ast
a013167e7e18358a,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,execute,8856,8915,60,34,False,,self|node
81643ec181f66b18,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,execute_block,8917,8924,8,6,False,,self|block_node
7f43462d8a1f6d47,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,evaluate,8927,8991,65,50,False,,self|node
b0c793d0f05e7be7,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,evaluate_function_call,8994,9038,45,11,False,,self|node
1aa0b5a006a8ecc7,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,builtin_print_message,9042,9049,8,4,False,,self|message
2e445a473efafbd6,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,builtin_print_counter_value,9052,9057,6,2,False,,self|value
94b1b8512511d9f3,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,builtin_print_final_value,9059,9064,6,2,False,,self|value
26e36ce3a1069fa2,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,9306,9318,13,7,False,,self|value
bcfe2059fdc84d6a,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,get_value,9320,9321,2,1,False,,self
d42c599a98f3bf87,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__str__,9323,9327,5,2,False,,self
e7787d7d35e97fe6,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__repr__,9329,9330,2,1,False,,self
d256e51256c85f5e,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__add__,9332,9335,4,4,False,,self|other
1fffcf50d4878076,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__sub__,9337,9340,4,4,False,,self|other
24fc99b7ee5e441d,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__mul__,9342,9345,4,4,False,,self|other
1cc336b9c4e20267,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__truediv__,9347,9350,4,4,False,,self|other
8b6dba3953228533,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__lt__,9352,9355,4,4,False,,self|other
6b6a87140b8ee286,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__le__,9357,9362,6,6,False,,self|other
561f64a5b31807b1,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__eq__,9364,9369,6,5,False,,self|other
9339225fd699b974,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__ne__,9371,9372,2,1,False,,self|other
53fa27dd49535a46,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__gt__,9374,9377,4,4,False,,self|other
8c345cf40478de89,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__ge__,9379,9384,6,6,False,,self|other
5c5fe31f0ef04c09,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,9453,9454,2,1,False,,self|value
051d85352e35c5d1,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,9514,9517,4,2,False,,self|type|value|children
6e5372a80d769de8,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__repr__,9519,9522,4,4,False,,self
72a4f499dc111278,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,9525,9527,3,1,False,,self|tokens
582068d8aefeea5b,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,current_token,9529,9532,4,2,False,,self
7f7247debb641a02,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,consume,9534,9543,10,7,False,,self|expected_type|expected_value
bb8b3f9ebb6d9f75,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse,9545,9552,8,3,False,,self
d41f4c05ef706529,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_statement,9554,9576,23,15,False,,self
cbfc9e000fa9b5d2,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_declaration,9579,9588,10,3,False,,self
620ae6e3da1b97fc,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_assignment,9590,9594,5,1,False,,self|left_node
e095f33002463d02,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_expression,9596,9602,7,4,False,,self
e64d6cadc19cb565,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_operand,9604,9626,23,14,False,,self
c024889ff6571766,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_function_definition,9628,9641,14,3,False,,self
b87e92db3761fe2d,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_function_call,9644,9658,15,6,False,,self|is_expression
74a4f38051c0a41d,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_conditional,9660,9669,10,1,False,,self
90973db8d1f08349,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_loop,9671,9678,8,1,False,,self
883e9158ed874736,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_block,9680,9689,10,4,False,,self
e7df5431774c49b7,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_return,9691,9695,5,1,False,,self
ef21c80b731e710a,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,9700,9711,12,1,False,,self|finity_framework_functions|scale_ranges|cosmos_limit
fd051f06f923a923,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,interpret,9714,9726,13,7,False,,self|ast
843ca3a45ba5bd6f,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,execute,9728,9787,60,34,False,,self|node
940367d79838d35f,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,execute_block,9789,9796,8,6,False,,self|block_node
81440d705ba7930b,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,evaluate,9799,9863,65,50,False,,self|node
810bed83e14e980e,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,evaluate_function_call,9866,9906,41,9,False,,self|node
1e2d7b473298a36c,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,builtin_print_message,9909,9916,8,4,False,,self|message
8ca4d3fe7128e634,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,builtin_print_counter_value,9918,9923,6,2,False,,self|value
c022ba12a12022a9,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,builtin_print_final_value,9925,9930,6,2,False,,self|value
78fd8f6793824c45,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,10178,10190,13,7,False,,self|value
7ec0c7a9401492fd,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,get_value,10192,10193,2,1,False,,self
fe21a08f2d90d455,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__str__,10195,10199,5,2,False,,self
b2c1c37997d206e6,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__repr__,10201,10202,2,1,False,,self
09f0154b837dde4c,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__add__,10204,10207,4,4,False,,self|other
dbad2d88177504fa,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__sub__,10209,10212,4,4,False,,self|other
65f942e8c3740643,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__mul__,10214,10217,4,4,False,,self|other
1a13355d2604c1e3,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__truediv__,10219,10222,4,4,False,,self|other
8804695bfbc54b76,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__lt__,10224,10227,4,4,False,,self|other
d7e07be04475456f,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__le__,10229,10234,6,6,False,,self|other
2ff42640ef3020c3,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__eq__,10236,10241,6,5,False,,self|other
b1d34895b35754b5,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__ne__,10243,10244,2,1,False,,self|other
f90138764246199a,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__gt__,10246,10249,4,4,False,,self|other
998fd2ccaa2e1029,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__ge__,10251,10256,6,6,False,,self|other
24d431c6d32287bb,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,10325,10326,2,1,False,,self|value
edba74df95c302a1,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,10386,10389,4,2,False,,self|type|value|children
ffa2b7999c041d7b,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__repr__,10391,10394,4,4,False,,self
6b1366affbef11b1,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,10397,10399,3,1,False,,self|tokens
08a07dfbdb8c862e,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,current_token,10401,10404,4,2,False,,self
321d67e8b22889c9,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,consume,10406,10415,10,7,False,,self|expected_type|expected_value
cce7c9faeea09cf0,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse,10417,10424,8,3,False,,self
3cb03ff22c206d95,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_statement,10426,10448,23,15,False,,self
2eb60661a5efa11b,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_declaration,10451,10460,10,3,False,,self
9e1201826068b230,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_assignment,10462,10466,5,1,False,,self|left_node
4dac704716964f6f,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_expression,10468,10474,7,4,False,,self
9d408dbb15a6f95b,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_operand,10476,10498,23,14,False,,self
76740ed214d3b259,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_function_definition,10500,10513,14,3,False,,self
0993aac7d10208dc,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_function_call,10516,10530,15,6,False,,self|is_expression
5494b1736063e5ae,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_conditional,10532,10541,10,1,False,,self
6396757e3a109b7f,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_loop,10543,10550,8,1,False,,self
ca8159af19b66ede,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_block,10552,10561,10,4,False,,self
2be99801b62e8fbe,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_return,10563,10567,5,1,False,,self
fce7a66d2c7388e9,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,10572,10583,12,1,False,,self|finity_framework_functions|scale_ranges|cosmos_limit
7e4e81fd252fd86c,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,interpret,10586,10598,13,7,False,,self|ast
761f911261be3c1a,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,execute,10600,10659,60,34,False,,self|node
f67579ed83e21b26,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,execute_block,10661,10668,8,6,False,,self|block_node
db777535f69ad239,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,evaluate,10671,10735,65,50,False,,self|node
ce4437695b275354,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,evaluate_function_call,10738,10778,41,9,False,,self|node
261d431bbda2b7d2,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,builtin_print_message,10781,10788,8,4,False,,self|message
7e31fc200996bec1,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,builtin_print_counter_value,10790,10795,6,2,False,,self|value
8034aa46d5be0794,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,builtin_print_final_value,10797,10802,6,2,False,,self|value
a6f4c45fb7aba3f0,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,10964,10978,15,12,False,,self|value
a1deff1bcc7ba414,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,get_value,10980,10981,2,1,False,,self
f469898e970b8d7d,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__str__,10983,10988,6,4,False,,self
b2cfed288b080a37,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__repr__,10990,10991,2,1,False,,self
07c3149b7fcd57f6,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__add__,10994,10998,5,6,False,,self|other
13d4b357b851d95a,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__sub__,11000,11004,5,4,False,,self|other
cc053178991584ad,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__mul__,11006,11010,5,4,False,,self|other
20f96d4a5c4da871,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__truediv__,11012,11016,5,4,False,,self|other
5ad222612fd2edde,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__lt__,11019,11024,6,9,False,,self|other
80331c00c1401d4c,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__le__,11026,11032,7,6,False,,self|other
53a44a2976c66fb7,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__eq__,11034,11039,6,7,False,,self|other
c9338414db232f75,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__ne__,11041,11042,2,1,False,,self|other
dddcd80ec79538b0,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__gt__,11044,11047,4,4,False,,self|other
e2b511c5b3abd553,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__ge__,11049,11054,6,6,False,,self|other
fc7919233c7ac057,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,11296,11310,15,12,False,,self|value
7fedb9f4be64a251,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,get_value,11312,11313,2,1,False,,self
3f1283b6d84fad55,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__str__,11315,11320,6,4,False,,self
009f340840fc5574,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__repr__,11322,11323,2,1,False,,self
b5ffb2f2839c5e17,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__add__,11326,11330,5,6,False,,self|other
a821447760c9e9d4,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__sub__,11332,11336,5,4,False,,self|other
6c5a75d6520ecbdd,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__mul__,11338,11342,5,4,False,,self|other
4a4a5f0742f7e9f5,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__truediv__,11344,11348,5,4,False,,self|other
597cf36256f192d9,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__lt__,11351,11356,6,9,False,,self|other
e9dedd4812ad0280,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__le__,11358,11364,7,6,False,,self|other
de99a6f8ef0b9683,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__eq__,11366,11371,6,7,False,,self|other
50d158f9cee6e16f,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__ne__,11373,11374,2,1,False,,self|other
730f4e3f7ff35ece,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__gt__,11376,11379,4,4,False,,self|other
4c10650c0dfbd4b6,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__ge__,11381,11386,6,6,False,,self|other
6dd3ecd84b1ee0ee,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,11628,11642,15,12,False,,self|value
f30e6d8848eebd5d,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,get_value,11644,11645,2,1,False,,self
300cf5fd94888977,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__str__,11647,11652,6,4,False,,self
58f8a5695a659257,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__repr__,11654,11655,2,1,False,,self
d3768e69f35a33e4,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__add__,11658,11662,5,6,False,,self|other
8012537d725d20e4,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__sub__,11664,11668,5,4,False,,self|other
d49d5c8ebbd4f174,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__mul__,11670,11674,5,4,False,,self|other
9540309a41f93391,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__truediv__,11676,11681,6,4,False,,self|other
98ed40607fdca4d5,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__lt__,11684,11689,6,9,False,,self|other
b5c40e8d02732fe2,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__le__,11691,11697,7,6,False,,self|other
a4c5a0f3effaaac2,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__eq__,11699,11704,6,7,False,,self|other
5d2cec26092e3b4e,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__ne__,11706,11707,2,1,False,,self|other
3d9bebb17a57bb17,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__gt__,11709,11712,4,4,False,,self|other
d11a320b78b4e53a,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__ge__,11714,11719,6,6,False,,self|other
d2608e47752ca018,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,12074,12077,4,2,False,,self|type|value|children
c5ca3364af481926,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__repr__,12079,12082,4,4,False,,self
b50a6f6c0f5b6310,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,__init__,12085,12087,3,1,False,,self|tokens
6208964e547bd293,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,current_token,12089,12092,4,2,False,,self
5e082f9be85c00ea,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,consume,12094,12103,10,7,False,,self|expected_type|expected_value
667b6867ec51da2c,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse,12105,12112,8,4,False,,self
04abd874da452376,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_statement,12114,12138,25,16,False,,self
5592ef0c52aa4255,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_declaration,12141,12152,12,7,False,,self
d5226e9273cd2f3e,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_assignment,12154,12159,6,2,False,,self|left_node
09be78004f0cfff1,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_expression,12161,12178,18,18,False,,self
0785b4514fb1dd7a,C:\Users\Elite\Documents\commands\Colab\cpdail\the_finity_cryptic_framework_v1 (1).py,parse_operand,12180,12204,25,16,False,,self
